sector	technology	year	region	scenario_source	metric	production	technology_share
automotive	ice	2025	global	demo_2020	target_cps	2136581.96557182	0.812621910736133
automotive	ice	2025	global	demo_2020	target_sds	1762601.33468204	0.720434652154739
automotive	ice	2025	global	demo_2020	target_sps	2051661.11251985	0.783995651636267
automotive	ice	2026	global	demo_2020	projected	2013944.6960943	0.719772058977756
automotive	ice	2026	global	demo_2020	corporate_economy	127595654.356119	0.880472033544899
automotive	ice	2026	global	demo_2020	target_cps	2159606.20046044	0.801199348682505
automotive	ice	2026	global	demo_2020	target_sds	1712580.46022461	0.68925877653736
automotive	ice	2026	global	demo_2020	target_sps	2054407.67559409	0.766013310984966
oil and gas	gas	2020	europe	demo_2020	projected	4419631.33678324	0.0704668663419655
oil and gas	gas	2020	europe	demo_2020	corporate_economy	237255559.867958	0.497944850726236
oil and gas	gas	2020	europe	demo_2020	target_cps	4419631.33678324	0.513393125655904
oil and gas	gas	2020	europe	demo_2020	target_sds	4419631.33678324	0.513393125655904
oil and gas	gas	2020	europe	demo_2020	target_sps	4419631.33678324	0.513393125655904
oil and gas	gas	2020	global	demo_2020	projected	18933725.155328	0.369114453468181
oil and gas	gas	2020	global	demo_2020	corporate_economy	1126981548.82724	0.502032701681294
oil and gas	gas	2020	global	demo_2020	target_cps	18933725.155328	0.496607667877478
oil and gas	gas	2020	global	demo_2020	target_sds	18933725.155328	0.496607667877478
oil and gas	gas	2020	global	demo_2020	target_sps	18933725.155328	0.496607667877478
oil and gas	gas	2021	europe	demo_2020	projected	4148434.1266217	0.0695481867590981
oil and gas	gas	2021	europe	demo_2020	corporate_economy	231694274.852335	0.480667376161259
oil and gas	gas	2021	europe	demo_2020	target_cps	4494351.99217801	0.556237798841833
oil and gas	gas	2021	europe	demo_2020	target_sds	4476363.54426328	0.540134603030863
oil and gas	gas	2021	europe	demo_2020	target_sps	4484494.566008	0.509128975826891
oil and gas	gas	2021	global	demo_2020	projected	19459918.4088846	0.383217925319445
oil and gas	gas	2021	global	demo_2020	corporate_economy	1215876798.23387	0.517803141846878
oil and gas	gas	2021	global	demo_2020	target_cps	19330936.1725726	0.494823695415396
oil and gas	gas	2021	global	demo_2020	target_sds	19336570.3713988	0.497978594060787
oil and gas	gas	2021	global	demo_2020	target_sps	19336570.3713988	0.49595662696611
oil and gas	gas	2022	europe	demo_2020	projected	3877236.91646016	0.0685164656182566
oil and gas	gas	2022	europe	demo_2020	corporate_economy	226132989.836711	0.463783701584665
oil and gas	gas	2022	europe	demo_2020	target_cps	4569054.81022368	0.605081799816798
oil and gas	gas	2022	europe	demo_2020	target_sds	4533095.75174332	0.569032313018463
oil and gas	gas	2022	europe	demo_2020	target_sps	4549375.80279225	0.505053703735506
oil and gas	gas	2022	global	demo_2020	projected	18449575.6022844	0.373346261076526
oil and gas	gas	2022	global	demo_2020	corporate_economy	1251076246.02339	0.513541726142067
oil and gas	gas	2022	global	demo_2020	target_cps	19728147.1898173	0.493123572772327
oil and gas	gas	2022	global	demo_2020	target_sds	19605133.8487793	0.497594221795809
oil and gas	gas	2022	global	demo_2020	target_sps	19605133.8487793	0.493627479406815
oil and gas	gas	2023	europe	demo_2020	projected	3606039.70629862	0.0673360850383699
oil and gas	gas	2023	europe	demo_2020	corporate_economy	220571704.821088	0.44728051506672
oil and gas	gas	2023	europe	demo_2020	target_cps	4643757.62826935	0.661281591380913
oil and gas	gas	2023	europe	demo_2020	target_sds	4589846.10772223	0.600358953922038
oil and gas	gas	2023	europe	demo_2020	target_sps	4614257.03957649	0.501156034974459
oil and gas	gas	2023	global	demo_2020	projected	17439232.7956843	0.361471410199635
oil and gas	gas	2023	global	demo_2020	corporate_economy	1251776112.99138	0.509733598844726
oil and gas	gas	2023	global	demo_2020	target_cps	20125358.2070619	0.491501524032564
oil and gas	gas	2023	global	demo_2020	target_sds	20007979.0648501	0.498904288248489
oil and gas	gas	2023	global	demo_2020	target_sps	20007979.0648501	0.493065283241078
oil and gas	gas	2024	europe	demo_2020	projected	3334842.49613708	0.0659510540851232
oil and gas	gas	2024	europe	demo_2020	corporate_economy	215010419.805464	0.431145097983822
oil and gas	gas	2024	europe	demo_2020	target_cps	4718478.28366413	0.726634879957945
oil and gas	gas	2024	europe	demo_2020	target_sds	4646578.31520227	0.634432002380968
oil and gas	gas	2024	europe	demo_2020	target_sps	4679120.26880125	0.497422745060588
oil and gas	gas	2024	global	demo_2020	projected	16428889.9890841	0.347133621927695
oil and gas	gas	2024	global	demo_2020	corporate_economy	1231929262.74207	0.500555709146356
oil and gas	gas	2024	global	demo_2020	target_cps	20522569.2243066	0.489952291862546
oil and gas	gas	2024	global	demo_2020	target_sds	20276542.5422307	0.498518986559893
oil and gas	gas	2024	global	demo_2020	target_sps	20276542.5422307	0.490876768474383
oil and gas	gas	2025	europe	demo_2020	projected	3110985.61242903	0.0651784209991053
oil and gas	gas	2025	europe	demo_2020	corporate_economy	211200650.187771	0.441624320379474
oil and gas	gas	2025	europe	demo_2020	target_cps	4793181.1017098	0.803574150176219
oil and gas	gas	2025	europe	demo_2020	target_sds	4703310.52268231	0.671630452906108
oil and gas	gas	2025	europe	demo_2020	target_sps	4744001.5055855	0.493844556078858
oil and gas	gas	2025	global	demo_2020	projected	15465887.5089375	0.330256220773144
oil and gas	gas	2025	global	demo_2020	corporate_economy	1213833927.89068	0.497374305332552
oil and gas	gas	2025	global	demo_2020	target_cps	20919780.2415512	0.488471080656547
oil and gas	gas	2025	global	demo_2020	target_sds	20545106.0196112	0.498144329686741
oil and gas	gas	2025	global	demo_2020	target_sps	20679387.7583015	0.490392023249426
oil and gas	oil	2020	europe	demo_2020	projected	4189037.37325602	0.0722628534012512
oil and gas	oil	2020	europe	demo_2020	corporate_economy	239213991.974839	0.502055149273764
oil and gas	oil	2020	europe	demo_2020	target_cps	4189037.37325602	0.486606874344096
oil and gas	oil	2020	europe	demo_2020	target_sds	4189037.37325602	0.486606874344096
oil and gas	oil	2020	europe	demo_2020	target_sps	4189037.37325602	0.486606874344096
oil and gas	oil	2020	global	demo_2020	projected	19192398.1005845	0.4611273462808
oil and gas	oil	2020	global	demo_2020	corporate_economy	1117855381.22335	0.497967298318706
oil and gas	oil	2020	global	demo_2020	target_cps	19192398.1005845	0.503392332122522
oil and gas	oil	2020	global	demo_2020	target_sds	19192398.1005845	0.503392332122522
oil and gas	oil	2020	global	demo_2020	target_sps	19192398.1005845	0.503392332122522
oil and gas	oil	2021	europe	demo_2020	projected	4341489.15424393	0.0728529928269222
oil and gas	oil	2021	europe	demo_2020	corporate_economy	250331937.749628	0.519332623838741
oil and gas	oil	2021	europe	demo_2020	target_cps	3585559.15649958	0.443762201158167
oil and gas	oil	2021	europe	demo_2020	target_sds	3811132.79302934	0.459865396969137
oil and gas	oil	2021	europe	demo_2020	target_sps	4323675.42416906	0.490871024173109
oil and gas	oil	2021	global	demo_2020	projected	19646018.1469852	0.447352414586733
oil and gas	oil	2021	global	demo_2020	corporate_economy	1132268085.35477	0.482196858153122
oil and gas	oil	2021	global	demo_2020	target_cps	19735374.4177976	0.505176304584604
oil and gas	oil	2021	global	demo_2020	target_sds	19493553.2564422	0.502021405939213
oil and gas	oil	2021	global	demo_2020	target_sps	19651859.9066386	0.50404337303389
oil and gas	oil	2022	europe	demo_2020	projected	4493940.93523184	0.0734354010582773
oil and gas	oil	2022	europe	demo_2020	corporate_economy	261449883.524418	0.536216298415335
oil and gas	oil	2022	europe	demo_2020	target_cps	2982080.93969817	0.394918200183202
oil and gas	oil	2022	europe	demo_2020	target_sds	3433228.21270303	0.430967686981537
oil and gas	oil	2022	europe	demo_2020	target_sps	4458331.23735795	0.494946296264494
oil and gas	oil	2022	global	demo_2020	projected	20099638.1933859	0.457673391739138
oil and gas	oil	2022	global	demo_2020	corporate_economy	1185096283.56243	0.486458273857933
oil and gas	oil	2022	global	demo_2020	target_cps	20278350.7330181	0.506876427227673
oil and gas	oil	2022	global	demo_2020	target_sds	19794708.4122999	0.502405778204191
oil and gas	oil	2022	global	demo_2020	target_sps	20111321.710661	0.506372520593185
oil and gas	oil	2023	europe	demo_2020	projected	4646392.71621975	0.0740009355003859
oil and gas	oil	2023	europe	demo_2020	corporate_economy	272567829.299207	0.55271948493328
oil and gas	oil	2023	europe	demo_2020	target_cps	2378602.72289676	0.338718408619087
oil and gas	oil	2023	europe	demo_2020	target_sds	3055323.63237673	0.399641046077962
oil and gas	oil	2023	europe	demo_2020	target_sps	4592969.28827099	0.498843965025541
oil and gas	oil	2023	global	demo_2020	projected	20741227.7667995	0.497191569261609
oil and gas	oil	2023	global	demo_2020	corporate_economy	1203969625.23039	0.490266401155274
oil and gas	oil	2023	global	demo_2020	target_cps	20821327.0482386	0.508498475967436
oil and gas	oil	2023	global	demo_2020	target_sds	20095863.5681576	0.501095711751511
oil and gas	oil	2023	global	demo_2020	target_sps	20570783.5146834	0.506934716758922
oil and gas	oil	2024	europe	demo_2020	projected	4798844.49720766	0.0745356456110092
oil and gas	oil	2024	europe	demo_2020	corporate_economy	283685775.073997	0.568854902016178
oil and gas	oil	2024	europe	demo_2020	target_cps	1775124.50614032	0.273365120042055
oil and gas	oil	2024	europe	demo_2020	target_sds	2677419.05215005	0.365567997619032
oil and gas	oil	2024	europe	demo_2020	target_sps	4727607.33918403	0.502577254939412
oil and gas	oil	2024	global	demo_2020	projected	21554474.0985551	0.512379678376172
oil and gas	oil	2024	global	demo_2020	corporate_economy	1229193925.41014	0.499444290853644
oil and gas	oil	2024	global	demo_2020	target_cps	21364303.3654518	0.510047708137454
oil and gas	oil	2024	global	demo_2020	target_sds	20397018.7240153	0.501481013440107
oil and gas	oil	2024	global	demo_2020	target_sps	21030245.3207375	0.509123231525617
oil and gas	oil	2025	europe	demo_2020	projected	4200767.0116263	0.0605941896518642
oil and gas	oil	2025	europe	demo_2020	corporate_economy	267035353.67699	0.558375679620526
oil and gas	oil	2025	europe	demo_2020	target_cps	1171646.28933891	0.196425849823781
oil and gas	oil	2025	europe	demo_2020	target_sds	2299514.47182374	0.328369547093892
oil and gas	oil	2025	europe	demo_2020	target_sps	4862263.15237292	0.506155443921142
oil and gas	oil	2025	global	demo_2020	projected	21617191.1637414	0.516942958313254
oil and gas	oil	2025	global	demo_2020	corporate_economy	1226649858.41809	0.502625694667448
oil and gas	oil	2025	global	demo_2020	target_cps	21907279.6806723	0.511528919343453
oil and gas	oil	2025	global	demo_2020	target_sds	20698173.879873	0.501855670313259
oil and gas	oil	2025	global	demo_2020	target_sps	21489707.1247599	0.509607976750574
power	coalcap	2020	global	demo_2020	projected	22283.6786466485	0.128736545777589
power	coalcap	2020	global	demo_2020	corporate_economy	3581944.52615067	0.374274972930472
power	coalcap	2020	global	demo_2020	target_cps	22283.6786466485	0.384103939307491
power	coalcap	2020	global	demo_2020	target_sds	22283.6786466485	0.384103939307491
power	coalcap	2020	global	demo_2020	target_sps	22283.6786466485	0.384103939307491
power	coalcap	2021	global	demo_2020	projected	22461.9495336896	0.12875336765436
power	coalcap	2021	global	demo_2020	corporate_economy	3582775.09421149	0.369828450626686
power	coalcap	2021	global	demo_2020	target_cps	21999.2103966177	0.375765891540644
power	coalcap	2021	global	demo_2020	target_sds	21709.4133434822	0.369913296764391
power	coalcap	2021	global	demo_2020	target_sps	21894.9495188089	0.37380314935384
power	coalcap	2022	global	demo_2020	projected	22640.2204207307	0.128771040173716
power	coalcap	2022	global	demo_2020	corporate_economy	3583605.6622723	0.36914435524013
power	coalcap	2022	global	demo_2020	target_cps	21714.7421427165	0.367577534116892
power	coalcap	2022	global	demo_2020	target_sds	21135.1480443778	0.356044488080637
power	coalcap	2022	global	demo_2020	target_sps	21506.22038703	0.363697032322963
power	coalcap	2023	global	demo_2020	projected	22818.4913077719	0.128789538660387
power	coalcap	2023	global	demo_2020	corporate_economy	3584436.23033311	0.364592860942298
power	coalcap	2023	global	demo_2020	target_cps	21430.2738888154	0.359534871938661
power	coalcap	2023	global	demo_2020	target_sds	20560.8827452733	0.342486687498316
power	coalcap	2023	global	demo_2020	target_sps	21117.4912552512	0.353780121236417
power	coalcap	2024	global	demo_2020	projected	22996.762194813	0.12880883977784
power	coalcap	2024	global	demo_2020	corporate_economy	3585266.79839393	0.364426865761766
power	coalcap	2024	global	demo_2020	target_cps	21145.8056349143	0.35163405078873
power	coalcap	2024	global	demo_2020	target_sds	19986.617442107	0.329229549490162
power	coalcap	2024	global	demo_2020	target_sps	20728.7621274115	0.344047152000319
power	coalcap	2025	global	demo_2020	projected	20340.0869088217	0.117227322715889
power	coalcap	2025	global	demo_2020	corporate_economy	3586097.36645474	0.373835485518788
power	coalcap	2025	global	demo_2020	target_cps	20861.3373810132	0.343871351175525
power	coalcap	2025	global	demo_2020	target_sds	19412.3521430026	0.316263182389329
power	coalcap	2025	global	demo_2020	target_sps	20340.0329956327	0.334493053816416
power	coalcap	2026	global	demo_2020	projected	20486.6060705046	0.117248164027127
power	coalcap	2026	global	demo_2020	corporate_economy	3586927.93451556	0.376484719136433
power	coalcap	2026	global	demo_2020	target_cps	20673.3599362142	0.339009825818622
power	coalcap	2026	global	demo_2020	target_sds	18260.553673793	0.295688324777923
power	coalcap	2026	global	demo_2020	target_sps	20036.1769872396	0.327263374158889
power	coalcap	2027	global	demo_2020	projected	20633.1252321876	0.117269745184062
power	coalcap	2027	global	demo_2020	corporate_economy	3587758.50257637	0.376902088432451
power	coalcap	2027	global	demo_2020	target_cps	20485.3824914151	0.334198343189265
power	coalcap	2027	global	demo_2020	target_sds	17108.7552045834	0.27536230087159
power	coalcap	2027	global	demo_2020	target_sps	19732.3209788466	0.320131015325603
power	coalcap	2028	global	demo_2020	projected	20779.6443938705	0.117292047426569
power	coalcap	2028	global	demo_2020	corporate_economy	3588589.07063719	0.377290629305408
power	coalcap	2028	global	demo_2020	target_cps	20297.4050466161	0.329436134562199
power	coalcap	2028	global	demo_2020	target_sds	15956.9567353737	0.255280623686048
power	coalcap	2028	global	demo_2020	target_sps	19428.4649704536	0.313094025358541
power	coalcap	2029	global	demo_2020	projected	20926.1635555534	0.117353474071448
power	coalcap	2029	global	demo_2020	corporate_economy	3589419.638698	0.379539651037296
power	coalcap	2029	global	demo_2020	target_cps	20109.4276018171	0.324722446876866
power	coalcap	2029	global	demo_2020	target_sds	14805.1582661641	0.235438913471887
power	coalcap	2029	global	demo_2020	target_sps	19124.6089620606	0.306150504153419
power	coalcap	2030	global	demo_2020	projected	21072.6827172364	0.117379253649967
power	coalcap	2030	global	demo_2020	corporate_economy	3590250.20675882	0.380632760491911
power	coalcap	2030	global	demo_2020	target_cps	19921.4501570181	0.320056542340416
power	coalcap	2030	global	demo_2020	target_sds	13653.3597969545	0.215832894530071
power	coalcap	2030	global	demo_2020	target_sps	18820.7529536675	0.299298601749181
power	coalcap	2031	global	demo_2020	projected	21219.2018789193	0.117405725594152
power	coalcap	2031	global	demo_2020	corporate_economy	3591080.77481963	0.388837051107613
power	coalcap	2031	global	demo_2020	target_cps	19818.7746145737	0.316564979721469
power	coalcap	2031	global	demo_2020	target_sds	12868.5462135612	0.201098486508849
power	coalcap	2031	global	demo_2020	target_sps	18458.81762402	0.291951531848
power	coalcap	2032	global	demo_2020	projected	21365.7210406023	0.117432874962508
power	coalcap	2032	global	demo_2020	corporate_economy	3591911.34288044	0.395899084887275
power	coalcap	2032	global	demo_2020	target_cps	19716.0990721293	0.313113582141883
power	coalcap	2032	global	demo_2020	target_sds	12083.7326301679	0.186697507892077
power	coalcap	2032	global	demo_2020	target_sps	18096.8822943724	0.284683692701797
power	coalcap	2033	global	demo_2020	projected	21512.2402022852	0.117460687587408
power	coalcap	2033	global	demo_2020	corporate_economy	3592741.91094126	0.397340572961753
power	coalcap	2033	global	demo_2020	target_cps	19613.423529685	0.309701660509938
power	coalcap	2033	global	demo_2020	target_sds	11298.9190467745	0.17261876739204
power	coalcap	2033	global	demo_2020	target_sps	17734.9469647249	0.277493809548151
power	coalcap	2034	global	demo_2020	projected	21658.7593639681	0.117489150032175
power	coalcap	2034	global	demo_2020	corporate_economy	3593572.47900207	0.41264779530036
power	coalcap	2034	global	demo_2020	target_cps	19510.7479872406	0.306328541407491
power	coalcap	2034	global	demo_2020	target_sds	10514.1054633812	0.158851569014984
power	coalcap	2034	global	demo_2020	target_sps	17373.0116350773	0.27038063482537
power	coalcap	2035	global	demo_2020	projected	21805.2785256511	0.11751824955107
power	coalcap	2035	global	demo_2020	corporate_economy	3594403.04706289	0.415117980659791
power	coalcap	2035	global	demo_2020	target_cps	19408.0724447962	0.302993566646866
power	coalcap	2035	global	demo_2020	target_sds	9729.29187998786	0.145385684960611
power	coalcap	2035	global	demo_2020	target_sps	17011.0763054297	0.263342947450831
power	coalcap	2036	global	demo_2020	projected	21951.797687334	0.117547974051961
power	coalcap	2036	global	demo_2020	corporate_economy	3595233.6151237	0.419785566761751
power	coalcap	2036	global	demo_2020	target_cps	19305.3969023518	0.299696092842698
power	coalcap	2036	global	demo_2020	target_sds	8944.47829659452	0.13221133028172
power	coalcap	2036	global	demo_2020	target_sps	16800.7349372194	0.258478677678599
power	coalcap	2037	global	demo_2020	projected	22098.316849017	0.117578312061465
power	coalcap	2037	global	demo_2020	corporate_economy	3596064.18318452	0.421223767934245
power	coalcap	2037	global	demo_2020	target_cps	19202.7213599074	0.296435490998139
power	coalcap	2037	global	demo_2020	target_sds	8159.66471320119	0.119319139172039
power	coalcap	2037	global	demo_2020	target_sps	16590.3935690091	0.253674187143846
power	coalcap	2038	global	demo_2020	projected	22244.8360106999	0.117609252692383
power	coalcap	2038	global	demo_2020	corporate_economy	3596894.75124533	0.423832325651776
power	coalcap	2038	global	demo_2020	target_cps	19100.0458174631	0.293211146104868
power	coalcap	2038	global	demo_2020	target_sds	7374.85112980786	0.106700142761491
power	coalcap	2038	global	demo_2020	target_sps	16380.0522007988	0.248928380594985
power	coalcap	2039	global	demo_2020	projected	22391.3551723828	0.117640785613245
power	coalcap	2039	global	demo_2020	corporate_economy	3577610.79684216	0.424000023895904
power	coalcap	2039	global	demo_2020	target_cps	18997.3702750187	0.290022456756372
power	coalcap	2039	global	demo_2020	target_sds	6590.03754641452	0.0943457483082557
power	coalcap	2039	global	demo_2020	target_sps	16169.7108325885	0.244240189373705
power	coalcap	2040	global	demo_2020	projected	22537.8743340658	0.117672901019819
power	coalcap	2040	global	demo_2020	corporate_economy	3581440.7577493	0.425431340238086
power	coalcap	2040	global	demo_2020	target_cps	18894.6947325743	0.286868834773978
power	coalcap	2040	global	demo_2020	target_sds	5805.22396302119	0.0822477196861948
power	coalcap	2040	global	demo_2020	target_sps	15959.3694643782	0.239608570612721
power	gascap	2020	europe	demo_2020	projected	1478.70333068322	0.0320206752028953
power	gascap	2020	europe	demo_2020	corporate_economy	300198.643614189	0.198302799725063
power	gascap	2020	europe	demo_2020	target_cps	1478.70333068322	0.170317801992561
power	gascap	2020	europe	demo_2020	target_sds	1478.70333068322	0.170317801992561
power	gascap	2020	europe	demo_2020	target_sps	1478.70333068322	0.170317801992561
power	gascap	2020	global	demo_2020	projected	4323.99344351361	0.0998913721070649
power	gascap	2020	global	demo_2020	corporate_economy	1129816.7512502	0.118053791984599
power	gascap	2020	global	demo_2020	target_cps	4323.99344351361	0.0745327080653775
power	gascap	2020	global	demo_2020	target_sds	4323.99344351361	0.0745327080653775
power	gascap	2020	global	demo_2020	target_sps	4323.99344351361	0.0745327080653775
power	gascap	2021	global	demo_2020	projected	4341.23640767553	0.0999436025815762
power	gascap	2021	global	demo_2020	corporate_economy	1145614.38639709	0.11825492317991
power	gascap	2021	global	demo_2020	target_cps	4403.09375414352	0.0752087197782864
power	gascap	2021	global	demo_2020	target_sds	4346.97624163453	0.0740694502913537
power	gascap	2021	global	demo_2020	target_sps	4387.90543908547	0.0749128410087434
power	gascap	2021	europe	demo_2020	projected	1517.35450155425	0.0320099406743733
power	gascap	2021	europe	demo_2020	corporate_economy	305586.05717146	0.200947700278357
power	gascap	2021	europe	demo_2020	target_cps	1539.50639640772	0.172658819335361
power	gascap	2021	europe	demo_2020	target_sds	1526.08931924165	0.168979024843907
